Minutes,Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID,Altitude (m)
4.13333292,29.0723,43.9992,274,2.72532,90,0,3,0
4.16666625,0,35.2008,0,2.74487,0,0,3,0
4.19999958,0,33.7968,0,2.76365,0,0,3,0
4.23333291,50.4545,34.9992,354,2.78309,67,0,3,0
4.26666624,45.117,36.5976,326,2.80342,69,0,3,0
4.29999957,0,36.5976,0,2.82376,0,0,3,0
4.3333329,0,35.4024,0,2.84342,0,0,3,0
4.36666623,59.2056,36.5976,434,2.86376,70,0,3,0
4.39999956,51.3779,36.5976,382,2.88409,71,0,3,0
4.43333289,39.6561,36.7992,299,2.90453,72,0,3,0
4.46666622,31.3005,36.2016,236,2.92464,72,0,3,0
4.49999955,0,35.4024,0,2.94431,0,0,3,0
4.53333288,40.5499,36,293,2.96431,69,0,3,0
4.56666621,36.0145,37.0008,264,2.98487,70,0,3,0
4.59999954,0,32.4,0,3.00287,0,0,3,0
4.63333287,0,31.6008,0,3.02042,0,0,3,0
4.6666662,63.6106,31.6008,413,3.03798,62,0,3,0
4.69999953,48.3626,31.6008,314,3.05554,62,0,3,0
4.73333286,36.6317,30.8016,234,3.07265,61,0,3,0
4.76666619,45.0408,30.1968,283,3.08942,60,0,3,0
4.79999952,53.4164,30.0024,358,3.10609,64,0,3,0
4.83333285,56.1723,31.0032,400,3.12332,68,0,3,0
4.86666618,53.3396,31.6008,391,3.14087,70,0,3,0
4.89999951,54.5106,32.6016,411,3.15898,72,0,3,0
4.93333284,55.726,32.8032,426,3.17721,73,0,3,0
4.96666617,45.4237,32.9976,352,3.19554,74,0,3,0
4.9999995,43.0355,32.8032,338,3.21376,75,0,3,0
5.03333283,44.6494,32.6016,346,3.23188,74,0,3,0
5.06666616,41.5897,33.4008,331,3.25043,76,0,3,0
5.09999949,42.5488,33.1992,352,3.26888,79,0,3,0
5.13333282,40.2264,33.4008,337,3.28743,80,0,3,0
5.16666615,38.0793,33.6024,323,3.3061,81,0,3,0
5.19999948,37.9585,33.4008,318,3.32466,80,0,3,0
5.23333281,38.6807,32.6016,320,3.34277,79,0,3,0
5.26666614,40.5233,32.6016,331,3.36088,78,0,3,0
5.29999947,39.1766,32.1984,320,3.37877,78,0,3,0
5.3333328,40.8906,31.9968,334,3.39654,78,0,3,0
5.36666613,36.2034,31.8024,345,3.41421,91,0,3,0
5.39999946,34.4836,31.3992,325,3.43166,90,0,3,0
5.43333279,34.7247,30.0024,320,3.44832,88,0,3,0
5.46666612,35.2762,29.8008,314,3.46488,85,0,3,0
5.49999945,36.492,29.2032,321,3.4811,84,0,3,0
5.53333278,38.0821,29.3976,331,3.49744,83,0,3,0
5.56666611,36.3783,29.2032,320,3.51366,84,0,3,0
5.59999944,37.3918,29.0016,325,3.52977,83,0,3,0
5.63333277,38.5423,29.0016,335,3.54588,83,0,3,0
5.6666661,38.8875,29.2032,338,3.56211,83,0,3,0
5.69999943,37.5151,29.5992,330,3.57855,84,0,3,0
5.73333276,37.6288,29.2032,331,3.59478,84,0,3,0
5.76666609,37.0604,29.8008,326,3.61133,84,0,3,0
5.79999942,34.9771,30.1968,315,3.62811,86,0,3,0
5.83333275,35.2336,30.8016,321,3.64522,87,0,3,0
5.86666608,35.2336,30.8016,321,3.66233,87,0,3,0
5.89999941,34.6162,31.1976,319,3.67966,88,0,3,0
5.93333274,32.0813,31.1976,299,3.697,89,0,3,0
5.96666607,31.223,31.1976,291,3.71433,89,0,3,0
5.9999994,35.7294,31.9968,333,3.7321,89,0,3,0
6.03333273,31.5861,31.8024,301,3.74977,91,0,3,0
6.06666606,33.0553,31.9968,315,3.76755,91,0,3,0
6.09999939,29.9827,33.4008,292,3.7861,93,0,3,0
6.13333272,32.3846,34.2,312,3.8051,92,0,3,0
6.16666605,31.974,35.2008,298,3.82466,89,0,3,0
6.19999938,31.6188,34.9992,298,3.8441,90,0,3,0
6.23333271,27.5749,34.7976,257,3.86344,89,0,3,0
6.26666604,27.5749,34.7976,257,3.88277,89,0,3,0
6.29999937,32.9397,35.2008,307,3.90232,89,0,3,0
6.3333327,28.6479,35.2008,267,3.92188,89,0,3,0
6.36666603,29.0723,35.2008,274,3.94144,90,0,3,0
6.39999936,46.1895,36.4032,445,3.96166,92,0,3,0
6.43333269,35.9382,36.5976,350,3.98199,93,0,3,0
6.46666602,35.048,37.2024,345,4.00266,94,0,3,0
6.49999935,29.3515,36.7992,292,4.0231,95,0,3,0
6.53333268,30.7588,37.2024,306,4.04377,95,0,3,0
6.56666601,29.7654,36.5976,293,4.0641,94,0,3,0
6.59999934,33.3712,36,325,4.0841,93,0,3,0
6.63333267,33.7339,36,325,4.1041,92,0,3,0
6.666666,32.2158,35.4024,307,4.12377,91,0,3,0
6.69999933,31.9371,35.2008,301,4.14333,90,0,3,0
6.73333266,31.223,34.7976,291,4.16266,89,0,3,0
6.76666599,34.2273,34.7976,319,4.18199,89,0,3,0
6.79999932,35.4843,34.6032,327,4.20122,88,0,3,0
6.83333265,32.88,34.4016,303,4.22033,88,0,3,0
6.86666598,32.6629,33.9984,301,4.23922,88,0,3,0
6.89999931,32.4896,33.9984,296,4.2581,87,0,3,0
6.93333264,32.9286,33.9984,300,4.27699,87,0,3,0
6.96666597,36.88,34.2,336,4.29599,87,0,3,0
6.9999993,36.3312,34.2,331,4.31499,87,0,3,0
7.03333263,33.7481,34.2,311,4.33399,88,0,3,0
7.06666596,34.575,34.2,315,4.35299,87,0,3,0
7.09999929,35.0141,33.7968,319,4.37177,87,0,3,0
7.13333262,34.0888,33.4008,307,4.39032,86,0,3,0
7.16666595,34.9392,33.1992,311,4.40877,85,0,3,0
7.19999928,35.0141,32.8032,308,4.42699,84,0,3,0
7.23333261,35.5825,32.6016,313,4.4451,84,0,3,0
7.26666594,35.0141,32.6016,308,4.46322,84,0,3,0
7.29999927,36.3783,32.8032,320,4.48144,84,0,3,0
7.3333326,36.0112,32.4,313,4.49944,83,0,3,0
7.36666593,37.0467,32.4,322,4.51744,83,0,3,0
7.39999926,38.3136,32.1984,329,4.53533,82,0,3,0
7.43333259,36.5668,31.9968,314,4.5531,82,0,3,0
7.46666592,36.3339,31.9968,312,4.57088,82,0,3,0
7.49999925,38.1972,32.1984,328,4.58877,82,0,3,0
7.53333258,39.2453,32.1984,337,4.60666,82,0,3,0
7.56666591,38.1972,32.1984,328,4.62454,82,0,3,0
7.59999924,38.1972,32.1984,328,4.64243,82,0,3,0
7.63333257,35.6352,32.4,306,4.66043,82,0,3,0
7.6666659,36.1263,32.1984,314,4.67832,83,0,3,0
7.69999923,37.0326,31.9968,318,4.6961,82,0,3,0
7.73333256,38.0807,32.4,327,4.7141,82,0,3,0
7.76666589,36.5865,32.6016,318,4.73221,83,0,3,0
7.79999922,36.0372,32.9976,317,4.75054,84,0,3,0
7.83333255,36.8491,33.6024,328,4.76921,85,0,3,0
7.86666588,36.4206,33.7968,328,4.78798,86,0,3,0
7.89999921,36.5316,33.9984,329,4.80687,86,0,3,0
7.93333254,36.2215,33.9984,330,4.82576,87,0,3,0
7.96666587,34.2907,34.2,316,4.84476,88,0,3,0
7.9999992,33.9165,33.9984,309,4.86365,87,0,3,0
8.03333253,38.9655,34.4016,355,4.88276,87,0,3,0
8.06666586,37.3291,34.7976,344,4.90209,88,0,3,0
8.09999919,34.9417,34.2,322,4.92109,88,0,3,0
8.13333252,36.9898,34.2,337,4.94009,87,0,3,0
8.16666585,36.6605,34.2,334,4.95909,87,0,3,0
8.19999918,35.4531,33.9984,323,4.97798,87,0,3,0
8.23333251,35.3758,34.2,326,4.99698,88,0,3,0
8.26666584,36.461,34.6032,336,5.0162,88,0,3,0
8.29999917,37.112,35.4024,342,5.03587,88,0,3,0
8.3333325,34.6958,35.2008,327,5.05543,90,0,3,0
8.36666583,30.8761,35.4024,291,5.0751,90,0,3,0
8.39999916,36.225,37.0008,349,5.09565,92,0,3,0
8.43333249,29.5526,37.8,294,5.11665,95,0,3,0
8.46666582,24.2178,38.5992,246,5.1381,97,0,3,0
8.49999915,39.3318,40.1976,416,5.16043,101,0,3,0
8.53333248,24.3413,40.1976,260,5.18276,102,0,3,0
8.56666581,38.2899,40.6008,413,5.20532,103,0,3,0
8.59999914,37.3787,41.4,411,5.22832,105,0,3,0
8.63333247,34.8951,41.8032,391,5.25154,107,0,3,0
8.6666658,27.6662,41.6016,310,5.27465,107,0,3,0
8.69999913,30.3279,41.9976,343,5.29798,108,0,3,0
8.73333246,24.4533,41.8032,274,5.32121,107,0,3,0
8.76666579,29.3619,41.4,329,5.34421,107,0,3,0
8.79999912,30.3668,40.8024,318,5.36688,100,0,3,0
8.83333245,30.1095,40.3992,309,5.38932,98,0,3,0
8.86666578,29.1452,39.6,293,5.41132,96,0,3,0
8.89999911,31.4924,38.3976,310,5.43265,94,0,3,0
8.93333244,35.4985,37.0008,342,5.45321,92,0,3,0
8.96666577,34.9783,36.2016,326,5.47332,89,0,3,0
8.9999991,38.7524,36,349,5.49332,86,0,3,0
9.03333243,38.0874,34.9992,347,5.51276,87,0,3,0
9.06666576,37.9802,34.2,350,5.53176,88,0,3,0
9.09999909,39.7517,33.7968,358,5.55054,86,0,3,0
9.13333242,37.9725,33.4008,338,5.5691,85,0,3,0
9.16666575,37.6288,32.9976,331,5.58743,84,0,3,0
9.19999908,39.5614,32.6016,348,5.60554,84,0,3,0
9.23333241,38.7656,32.6016,341,5.62365,84,0,3,0
9.26666574,38.1972,32.1984,328,5.64154,82,0,3,0
9.29999907,41.5744,31.8024,357,5.65921,82,0,3,0
9.3333324,39.0124,31.6008,335,5.67676,82,0,3,0
9.36666573,40.4371,31.8024,343,5.69443,81,0,3,0
9.39999906,40.555,31.8024,344,5.7121,81,0,3,0
9.43333239,42.0402,31.9968,361,5.72988,82,0,3,0
9.46666572,38.0807,31.8024,327,5.74754,82,0,3,0
9.49999905,35.9845,31.9968,309,5.76532,82,0,3,0
9.53333238,38.0807,32.6016,327,5.78343,82,0,3,0
9.56666571,37.0737,33.6024,330,5.8021,85,0,3,0
9.59999904,33.9777,34.2,306,5.8211,86,0,3,0
9.63333237,32.3374,34.4016,298,5.84021,88,0,3,0
9.6666657,29.733,34.6032,274,5.85944,88,0,3,0
9.69999903,32.1886,35.4024,300,5.8791,89,0,3,0
9.73333236,29.2707,36.4032,282,5.89933,92,0,3,0
9.76666569,26.9023,36.7992,262,5.91977,93,0,3,0
9.79999902,30.4572,37.5984,303,5.94066,95,0,3,0
9.83333235,30.8828,38.0016,304,5.96177,94,0,3,0
9.86666568,32.1108,37.8,306,5.98277,91,0,3,0
9.89999901,30.4516,37.3968,287,6.00355,90,0,3,0
9.93333234,32.0432,37.3968,302,6.02432,90,0,3,0
9.96666567,31.974,37.0008,298,6.04488,89,0,3,0
9.999999,31.7249,37.5984,299,6.06577,90,0,3,0
10.03333233,31.1944,37.8,294,6.08677,90,0,3,0
10.06666566,31.4812,37.8,300,6.10777,91,0,3,0
10.09999899,31.5861,38.2032,301,6.12899,91,0,3,0
10.13333232,35.2909,39.0024,340,6.15066,92,0,3,0
10.16666565,30.9844,39.6,305,6.17266,94,0,3,0
10.19999898,27.3548,40.3992,275,6.1951,96,0,3,0
10.23333231,30.4993,41.1984,313,6.21799,98,0,3,0
10.26666564,24.4038,41.1984,253,6.24088,99,0,3,0
10.29999897,24.5967,41.4,255,6.26388,99,0,3,0
10.3333323,26.0696,42.1992,273,6.28732,100,0,3,0
10.36666563,26.4733,41.9976,280,6.31066,101,0,3,0
10.39999896,23.9669,42.6024,256,6.33432,102,0,3,0
10.43333229,17.6943,42.6024,189,6.35799,102,0,3,0
10.46666562,17.6007,42.1992,188,6.38144,102,0,3,0
10.49999895,24.1096,42.1992,255,6.40488,101,0,3,0
10.53333228,28.0862,42.7968,300,6.42866,102,0,3,0
10.56666561,21.6945,42.7968,234,6.45243,103,0,3,0
10.59999894,25.9593,42.7968,280,6.47621,103,0,3,0
10.63333227,27.5354,43.2,297,6.50021,103,0,3,0
10.6666656,27.2572,42.9984,294,6.5241,103,0,3,0
10.69999893,20.3966,42.7968,220,6.54787,103,0,3,0
10.73333226,21.8136,41.9976,233,6.5712,102,0,3,0
10.76666559,20.3277,41.6016,215,6.59432,101,0,3,0
10.79999892,23.3427,41.1984,242,6.6172,99,0,3,0
10.83333225,24.8477,40.6008,255,6.63976,98,0,3,0
10.86666558,16.0468,40.6008,163,6.66232,97,0,3,0
10.89999891,19.0001,40.1976,193,6.68465,97,0,3,0
10.93333224,27.0727,40.6008,275,6.7072,97,0,3,0
10.96666557,24.0209,39.8016,244,6.72932,97,0,3,0
10.9999989,36.622,40.0032,372,6.75154,97,0,3,0
11.03333223,32.3889,40.0032,329,6.77376,97,0,3,0
11.06666556,21.511,39.1968,214,6.79554,95,0,3,0
11.09999889,26.6161,39.1968,262,6.81732,94,0,3,0
11.13333222,39.8226,39.1968,392,6.83909,94,0,3,0
11.16666555,44.3288,39.6,441,6.86109,95,0,3,0
11.19999888,42.9718,40.1976,432,6.88342,96,0,3,0
11.23333221,43.7102,40.3992,444,6.90587,97,0,3,0
11.26666554,51.7977,41.6016,537,6.92898,99,0,3,0
11.29999887,41.3485,41.1984,433,6.95187,100,0,3,0
11.3333322,34.7247,40.8024,360,6.97454,99,0,3,0
11.36666553,36.4252,40.3992,370,6.99698,97,0,3,0
11.39999886,34.1188,39.8016,343,7.01909,96,0,3,0
11.43333219,31.8987,39.0024,314,7.04076,94,0,3,0
11.46666552,31.5229,38.5992,307,7.0622,93,0,3,0
11.49999885,33.9415,38.3976,327,7.08354,92,0,3,0
11.53333218,34.2529,38.5992,330,7.10498,92,0,3,0
11.56666551,33.9873,38.5992,331,7.12642,93,0,3,0
11.59999884,33.2685,38.5992,324,7.14787,93,0,3,0
11.63333217,32.0363,38.3976,312,7.1692,93,0,3,0
11.6666655,32.0363,38.5992,312,7.19064,93,0,3,0
11.69999883,33.2685,38.8008,324,7.2122,93,0,3,0
11.73333216,32.4067,38.8008,319,7.23376,94,0,3,0
11.76666549,31.0352,38.0016,299,7.25487,92,0,3,0
11.79999882,33.3187,38.0016,321,7.27598,92,0,3,0
11.83333215,35.6023,38.8008,343,7.29754,92,0,3,0
11.86666548,33.9415,38.3976,327,7.31887,92,0,3,0
11.89999881,32.9036,38.5992,317,7.34031,92,0,3,0
11.93333214,33.7819,39.0024,329,7.36198,93,0,3,0
11.96666547,36.1117,38.8008,329,7.38354,87,0,3,0
11.9999988,33.2579,39.0024,303,7.4052,87,0,3,0
12.03333213,32.9885,39.0024,304,7.42687,88,0,3,0
12.06666546,32.5993,38.5992,297,7.44832,87,0,3,0
12.09999879,35.3102,38.3976,318,7.46965,86,0,3,0
12.13333212,36.6426,38.2032,330,7.49087,86,0,3,0
12.16666545,35.0881,38.0016,316,7.51198,86,0,3,0
12.19999878,35.6133,37.8,317,7.53298,85,0,3,0
12.23333211,34.9004,37.3968,307,7.55376,84,0,3,0
12.26666544,34.1046,37.2024,300,7.57443,84,0,3,0
12.29999877,37.5069,36.5976,326,7.59476,83,0,3,0
12.3333321,37.737,36,328,7.61476,83,0,3,0
12.36666543,35.4531,36,323,7.63476,87,0,3,0
12.39999876,34.0262,36,310,7.65476,87,0,3,0
12.43333209,34.9771,35.7984,315,7.67465,86,0,3,0
12.46666542,38.8634,35.5968,350,7.69442,86,0,3,0
12.49999875,37.8561,34.4016,333,7.71354,84,0,3,0
12.53333208,38.7795,34.2,333,7.73254,82,0,3,0
12.56666541,41.7638,34.7976,363,7.75187,83,0,3,0
12.59999874,43.1992,35.2008,380,7.77142,84,0,3,0
12.63333207,41.1181,35.7984,366,7.79131,85,0,3,0
12.6666654,36.4206,36,328,7.81131,86,0,3,0
12.69999873,34.5329,36,311,7.83131,86,0,3,0
12.73333206,35.3434,36,322,7.85131,87,0,3,0
12.76666539,32.3798,35.7984,295,7.8712,87,0,3,0
12.79999872,33.8667,35.7984,305,7.89109,86,0,3,0
12.83333205,35.2762,35.4024,314,7.91076,85,0,3,0
12.86666538,35.6133,35.4024,317,7.93042,85,0,3,0
12.89999871,34.9392,36.2016,311,7.95054,85,0,3,0
12.93333204,33.7557,36,304,7.97054,86,0,3,0
12.96666537,33.5336,35.7984,302,7.99042,86,0,3,0
12.9999987,35.3102,35.7984,318,8.01031,86,0,3,0
13.03333203,33.7557,35.5968,304,8.03009,86,0,3,0
13.06666536,35.1992,36,317,8.05009,86,0,3,0
13.09999869,40.2827,36.5976,367,8.07042,87,0,3,0
13.13333202,32.7714,36.7992,302,8.09086,88,0,3,0
13.16666535,32.7251,37.2024,305,8.11153,89,0,3,0
13.19999868,31.223,37.0008,291,8.13209,89,0,3,0
13.23333201,32.7859,37.8,309,8.15309,90,0,3,0
13.26666534,37.4706,38.8008,361,8.17464,92,0,3,0
13.29999867,20.0129,39.0024,197,8.19631,94,0,3,0
13.333332,21.4351,39.0024,211,8.21798,94,0,3,0
13.36666533,28.8489,40.1976,287,8.24031,95,0,3,0
13.39999866,28.7463,40.8024,292,8.26298,97,0,3,0
13.43333199,26.6991,41.1984,274,8.28587,98,0,3,0
13.46666532,11.7151,40.0032,119,8.30809,97,0,3,0
13.49999865,20.3917,40.3992,205,8.33054,96,0,3,0
13.53333198,25.3992,40.6008,258,8.35309,97,0,3,0
13.56666531,23.7758,40.8024,244,8.37576,98,0,3,0
13.59999864,28.455,41.1984,295,8.39865,99,0,3,0
13.63333197,27.201,41.1984,282,8.42154,99,0,3,0
13.6666653,30.0948,41.4,312,8.44454,99,0,3,0
13.69999863,31.7345,40.8024,329,8.4672,99,0,3,0
13.73333196,36.461,41.6016,378,8.49032,99,0,3,0
13.76666529,27.5975,41.6016,289,8.51343,100,0,3,0
13.79999862,26.3329,40.6008,273,8.53598,99,0,3,0
13.83333195,27.9658,40.1976,287,8.55832,98,0,3,0
13.86666528,27.6735,40.6008,284,8.58087,98,0,3,0
13.89999861,30.5967,40.8024,314,8.60354,98,0,3,0
13.93333194,34.7867,41.1984,357,8.62643,98,0,3,0
13.96666527,24.886,41.1984,258,8.64932,99,0,3,0
13.9999986,27.1046,41.4,281,8.67232,99,0,3,0
14.03333193,28.0691,40.8024,291,8.69498,99,0,3,0
14.06666526,26.9743,40.1976,274,8.71732,97,0,3,0
14.09999859,24.7685,39.8016,249,8.73943,96,0,3,0
14.13333192,29.6426,39.6,298,8.76143,96,0,3,0
14.16666525,30.5577,39.3984,304,8.78332,95,0,3,0
14.19999858,29.4606,39.1968,290,8.80509,94,0,3,0
14.23333191,28.7495,38.8008,283,8.82665,94,0,3,0
14.26666524,32.2417,38.5992,314,8.84809,93,0,3,0
14.29999857,28.5452,38.5992,278,8.86954,93,0,3,0
14.3333319,28.2372,38.2032,275,8.89076,93,0,3,0
14.36666523,30.2048,38.2032,291,8.91198,92,0,3,0
14.39999856,31.5542,38.3976,304,8.93332,92,0,3,0
14.43333189,35.9382,39.1968,350,8.95509,93,0,3,0
14.46666522,35.6575,39.8016,351,8.9772,94,0,3,0
14.49999855,31.0352,40.1976,312,8.99954,96,0,3,0
14.53333188,31.4044,40.3992,319,9.02198,97,0,3,0
14.56666521,34.1046,40.9968,350,9.04476,98,0,3,0
14.59999854,34.6283,41.1984,359,9.06764,99,0,3,0
14.63333187,31.6381,40.9968,328,9.09042,99,0,3,0
14.6666652,30.7916,40.3992,316,9.11286,98,0,3,0
14.69999853,31.3059,40.1976,318,9.1352,97,0,3,0
14.73333186,29.0458,39.6,292,9.1572,96,0,3,0
14.76666519,32.4676,39.3984,323,9.17908,95,0,3,0
14.79999852,32.7114,39.1968,322,9.20086,94,0,3,0
14.83333185,33.6257,39.1968,331,9.22264,94,0,3,0
14.86666518,32.1019,39.3984,316,9.24452,94,0,3,0
14.89999851,31.1876,39.0024,307,9.26619,94,0,3,0
14.93333184,29.7654,39.0024,293,9.28786,94,0,3,0
14.96666517,28.7495,39.0024,283,9.30953,94,0,3,0
14.9999985,30.7812,39.1968,303,9.3313,94,0,3,0
15.03333183,39.0013,39.6,388,9.3533,95,0,3,0
15.06666516,29.3442,39.6,295,9.3753,96,0,3,0
15.09999849,30.1557,39.8016,300,9.39742,95,0,3,0
15.13333182,32.7262,40.0032,329,9.41964,96,0,3,0
15.16666515,31.7315,39.3984,319,9.44153,96,0,3,0
15.19999848,31.0352,39.6,312,9.46353,96,0,3,0
15.23333181,29.5431,40.3992,297,9.48597,96,0,3,0
